"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Replies,Navigation,"Profile visits","Sticker taps","Link clicks",Follows
18019206479300800,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We’re in Chambers West until 4:00PM!",7,"10/16/2024 11:29",,"IG story",,Lifetime,254,243,1,0,0,283,1,,,
17950249007747719,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Keathley Patterson Career Connection!",0,"10/16/2024 10:56",,"IG story",,Lifetime,257,247,2,0,0,305,1,,,
18038510333325987,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","ATU COBED is at today’s Career Fair! @atucareers",0,"10/16/2024 06:59",https://instagram.com/stories/atu_business/3480157975455582978,"IG story",,Lifetime,433,363,3,1,0,288,,3,,
17852071092263300,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"10/14/2024 12:35",,"IG story",,Lifetime,145,142,3,0,0,161,3,,,
18036737456004108,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We have homecoming buttons leftover! Stop by RTH lobby to get yours!",5,"10/14/2024 09:03",,"IG story",,Lifetime,154,150,2,1,0,172,,,,
18245731507279400,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"10/14/2024 07:30",,"IG story",,Lifetime,190,182,3,0,0,196,1,,,
18050062687786045,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"10/12/2024 12:02",https://instagram.com/stories/atu_business/3477411090978417797,"IG story",,Lifetime,263,244,1,0,0,262,,,,
18024683021431398,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Dr. Bradley and the Ag Ambassadors are hard at work 🧑‍🍳 @atuagriculture_tourism",0,"10/12/2024 11:37",https://instagram.com/stories/atu_business/3477398968458432101,"IG story",,Lifetime,363,326,1,0,0,246,,,,
18325237207155207,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Today’s chicken is provided by Wayne Sanderson Farms! @atuagriculture_tourism",0,"10/12/2024 11:28",,"IG story",,Lifetime,321,308,2,0,0,237,,,,
18343534240131785,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","come see us! #homecoming",7,"10/12/2024 10:47",,"IG story",,Lifetime,234,229,1,0,0,232,,,,
18097197442462381,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Congratulations to ATU’s 13th President, Dr. Russ Jones! @arkansastech",0,"10/11/2024 16:14",,"IG story",,Lifetime,1348,1152,5,0,0,331,,3,,
18079942876532968,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Dean 117",0,"10/09/2024 11:04",,"IG story",,Lifetime,207,201,0,0,0,243,,,,
17956502789826911,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","that was fast!!!",0,"10/09/2024 10:21",https://instagram.com/stories/atu_business/3475185915205596219,"IG story",,Lifetime,253,227,1,0,0,302,2,4,,
18038458250325141,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"10/09/2024 10:08",,"IG story",,Lifetime,221,202,0,0,0,291,,,,
18138574168362112,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Project Lead series
with Sarah Payton, AVP
of Chambers Bank!",9,"10/09/2024 10:01",,"IG story",,Lifetime,214,203,2,1,0,215,,,,
17955451844712083,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","free 
snacks & drinks! RTH 314: until 3
WMS Lounge: until 3
Dean 117: 1-3PM cozy
corners
are
open! @arkansastech @atuagriculture_tourism",0,"10/09/2024 09:58",,"IG story",,Lifetime,305,281,0,0,1,242,1,,,
17875708620176548,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","come get a donut from the RTH, WMS, or Dean lobbies for midterms day! @atuagriculture_tourism @arkansastech",5,"10/09/2024 06:42",,"IG story",,Lifetime,1526,1312,2,1,0,230,5,3,,
17877993816159297,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"10/07/2024 08:51",,"IG story",,Lifetime,222,222,2,0,1,238,1,,,
17881158555083614,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,6,"10/03/2024 10:46",,"IG story",,Lifetime,141,136,0,0,0,143,6,,,
18044110147860375,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"10/03/2024 10:44",,"IG story",,Lifetime,156,146,1,0,0,155,1,,,
18045695878976907,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"10/01/2024 10:34",https://instagram.com/stories/atu_business/3469394302692774349,"IG story",,Lifetime,196,175,7,1,0,178,2,,,
18097206142456494,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","BEHIND THE SCENES WITH @atumarcomm",2,"09/30/2024 14:22",,"IG story",,Lifetime,340,303,2,3,0,157,2,59,,
18455976505002255,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"09/28/2024 19:16",,"IG story",,Lifetime,176,175,1,0,0,205,,2,,
18058038331745090,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"09/28/2024 19:16",https://instagram.com/stories/atu_business/3467483058939592472,"IG story",,Lifetime,219,203,0,0,0,193,1,6,,
17943291065857226,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"09/28/2024 18:25",https://instagram.com/stories/atu_business/3467457121481059365,"IG story",,Lifetime,205,194,2,0,0,200,,2,,
18092291854474919,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","dippin’ dots went fast but we still have buttons!!",0,"09/28/2024 14:04",,"IG story",,Lifetime,170,163,2,0,0,187,,,,
